,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Descriptions
346,Rio Grande,BR,-32.035,-52.0986,60.01,88,51,1.99,broken clouds
347,Maku,IR,39.2911,44.4521,60.85,50,72,4.72,broken clouds
348,Coyhaique,CL,-45.5752,-72.0662,45.0,97,79,5.66,broken clouds
349,Zhigansk,RU,66.7697,123.3711,25.66,95,100,18.39,snow
350,Nālūt,LY,30.3333,10.85,66.9,28,61,15.08,broken clouds
351,Tsovagyugh,AM,40.6303,44.9574,47.44,73,63,4.34,broken clouds
352,Singaraja,ID,-8.112,115.0882,85.89,60,0,2.24,clear sky
353,Allāpalli,IN,19.4167,80.0667,93.04,34,1,5.88,clear sky
354,Vanimo,PG,-2.6741,141.3028,84.61,63,100,3.47,overcast clouds
355,Oskemen,KZ,49.9565,82.6119,50.0,29,80,11.18,broken clouds
356,Saint Simons,US,31.1352,-81.3901,66.2,94,1,5.57,clear sky
357,Hamilton,US,39.1834,-84.5333,48.2,71,1,3.2,clear sky
358,Bath,GB,51.3779,-2.3591,37.0,81,10,1.99,clear sky
359,Saint-Augustin,CA,51.226,-58.6502,36.46,79,24,6.89,few clouds
360,Elko,US,41.0002,-115.5012,39.2,87,90,4.61,light rain
361,Fort Erie,CA,42.9001,-78.9329,37.99,56,75,10.36,broken clouds
362,General Roca,AR,-39.0333,-67.5833,57.2,72,0,8.05,clear sky
363,Msowero,TZ,-6.5333,37.2,68.97,97,99,0.67,overcast clouds
364,Champerico,GT,14.3,-91.9167,70.0,96,83,4.25,broken clouds
365,Paracuru,BR,-3.41,-39.0306,78.01,79,28,1.01,scattered clouds
366,Rosarito,MX,32.3333,-117.0333,59.0,67,20,4.61,few clouds
367,Maceió,BR,-9.6658,-35.7353,73.4,94,20,4.61,few clouds
368,Lata,PT,40.1629,-8.3327,57.99,91,63,3.51,broken clouds
369,Khasan,RU,42.4308,130.6434,50.09,54,74,12.53,broken clouds
370,Pacific Grove,US,36.6177,-121.9166,54.0,76,90,9.22,overcast clouds
371,Khorixas,NA,-20.3667,14.9667,63.79,59,4,0.25,clear sky
372,Beni Suef,EG,29.0731,31.0979,62.13,78,0,9.78,clear sky
373,Bonfim,BR,3.0833,-59.95,76.98,85,99,6.33,overcast clouds
374,Conceição do Araguaia,BR,-8.2578,-49.2647,75.2,88,0,2.3,light rain
375,Lusambo,CD,-4.9667,23.45,68.86,99,99,1.81,overcast clouds
376,Kadaň,CZ,50.3833,13.2667,25.0,86,0,1.14,clear sky
377,Chak Azam Sahu,PK,30.75,73.0333,89.58,12,0,6.42,clear sky
378,Dandong,CN,40.1292,124.3947,66.67,29,100,12.86,overcast clouds
379,Agadez,NE,19.75,10.25,81.34,13,5,3.74,clear sky
380,Rancho Grande,BR,-23.5057,-46.3585,69.01,88,0,2.3,clear sky
381,Balkhash,KZ,46.844,74.9804,50.0,25,0,13.42,clear sky
382,Buraidah,SA,26.326,43.975,75.2,50,20,5.75,few clouds
383,Borogontsy,RU,62.6683,131.1683,34.48,99,100,5.79,overcast clouds
384,Iquitos,PE,-3.7481,-73.2472,78.8,89,0,6.91,clear sky
385,Reconquista,AR,-29.15,-59.65,52.23,71,0,6.13,clear sky
386,Zarumilla,PE,-3.5031,-80.2731,73.99,83,83,3.29,broken clouds
387,Aklavik,CA,68.2191,-135.0107,14.0,73,100,9.22,overcast clouds
388,Charkhāri,IN,25.4,79.75,91.62,7,69,6.51,broken clouds
389,Bago,MM,17.3367,96.4797,86.0,74,40,2.3,scattered clouds
390,Labuhan,ID,-6.8844,112.2051,85.44,65,0,11.77,clear sky
391,Smithers,CA,54.7804,-127.1743,57.2,19,1,10.36,clear sky
392,La Grande,US,45.3246,-118.0877,46.0,79,100,0.27,overcast clouds
393,Hobyo,SO,5.3505,48.5268,83.05,64,85,8.01,overcast clouds
394,Beloha,MG,-25.1667,45.05,69.37,77,0,5.12,clear sky
395,Mercedes,AR,-34.6515,-59.4307,57.0,90,100,5.41,overcast clouds
396,Baruun-Urt,MN,46.6806,113.2792,47.37,14,5,31.79,clear sky
397,Kousséri,CM,12.0769,15.0306,86.83,27,92,6.78,overcast clouds
398,Jiangyou,CN,31.7667,104.7167,66.76,68,100,2.62,overcast clouds
399,Ames,US,42.0347,-93.6199,55.4,47,1,8.05,clear sky
400,Batagay-Alyta,RU,67.8006,130.4114,29.43,86,100,3.62,overcast clouds
401,Mpraeso,GH,6.5932,-0.7346,71.04,97,100,3.06,overcast clouds
402,Nainpur,IN,22.4333,80.1167,91.42,8,76,7.07,broken clouds
403,Gold Coast,AU,-28.0,153.4333,75.2,50,75,10.36,broken clouds
404,Marsh Harbour,BS,26.5412,-77.0636,78.55,75,0,10.4,clear sky
405,Vila Franca do Campo,PT,37.7167,-25.4333,57.2,88,75,10.36,broken clouds
406,Tartagal,AR,-22.5164,-63.8013,59.65,86,8,3.04,clear sky
407,Şahbuz,AZ,39.4072,45.5739,60.8,67,75,9.22,broken clouds
408,Bedelē,ET,8.456,36.353,56.95,94,100,1.7,moderate rain
409,Thyolo,MW,-16.0678,35.1405,61.43,92,8,3.31,clear sky
410,Nanortalik,GL,60.1432,-45.2371,37.89,90,100,5.32,moderate rain
411,Ankang,CN,32.68,109.0172,64.0,14,100,1.99,overcast clouds
412,Ishigaki,JP,24.3448,124.1572,77.0,57,20,12.66,few clouds
413,La Romana,DO,18.4273,-68.9728,71.6,100,20,11.5,few clouds
414,Rangāpāra,IN,26.8167,92.65,93.27,20,0,6.11,clear sky
415,Sri Aman,MY,1.2376,111.4621,86.0,74,20,2.3,few clouds
416,Shimoda,JP,34.6667,138.95,57.2,38,20,17.27,few clouds
417,Labuan,MY,5.2767,115.2417,84.2,84,40,1.14,scattered clouds
418,Ketchikan,US,55.3422,-131.6461,55.4,50,1,5.75,clear sky
419,Cidreira,BR,-30.1811,-50.2056,65.34,62,81,13.15,broken clouds
420,Poum,NC,-20.2333,164.0167,77.41,69,52,22.08,broken clouds
421,Florianópolis,BR,-27.6146,-48.5012,69.8,83,75,6.91,broken clouds
422,Kisangani,CD,0.5167,25.2,68.74,99,100,2.35,overcast clouds
423,Cayenne,GF,4.9333,-52.3333,78.8,94,75,9.22,broken clouds
424,Lugovoy,KZ,42.9472,72.7644,59.38,43,65,2.8,broken clouds
425,Padilla,CO,3.2204,-76.3139,69.8,88,40,2.3,scattered clouds
426,Nha Trang,VN,12.25,109.1833,87.8,66,20,5.75,few clouds
427,Tibagi,BR,-24.5094,-50.4136,58.71,96,54,1.83,broken clouds
428,Port-Gentil,GA,-0.7193,8.7815,82.18,78,52,6.69,broken clouds
429,Alofi,NU,-19.0595,-169.9187,84.2,74,86,6.91,overcast clouds
430,Auki,SB,-8.7676,160.7034,84.31,72,100,5.26,overcast clouds
431,Yangi Marg`ilon,UZ,40.4272,71.7189,69.8,35,1,4.61,clear sky
432,Mīzan Teferī,ET,6.9833,35.5833,61.3,94,100,0.98,light rain
433,Umeå,SE,63.8284,20.2597,33.8,55,90,12.66,overcast clouds
434,Chadiza,ZM,-14.0678,32.4392,60.64,94,14,2.8,few clouds
435,Kiama,AU,-34.6833,150.8667,69.01,42,0,5.75,clear sky
436,Bengkulu,ID,-3.8004,102.2655,84.22,67,42,4.88,scattered clouds
437,Sørland,NO,67.667,12.6934,37.62,61,100,9.91,overcast clouds
438,Arāria,IN,26.15,87.5167,89.94,22,77,3.24,broken clouds
439,Surgut,RU,61.25,73.4167,42.8,39,0,8.95,clear sky
440,Sola,VU,-13.8833,167.55,82.47,73,52,9.73,broken clouds
441,Karratha,AU,-20.7377,116.8463,87.69,21,0,14.05,clear sky
442,Sakon Nakhon,TH,17.1612,104.1472,86.0,74,75,5.75,broken clouds
443,Riberalta,BO,-10.9833,-66.1,71.87,98,100,5.3,light rain
444,Krasnovishersk,RU,60.4078,57.082,36.55,93,100,8.32,overcast clouds
445,Kumul,CN,42.8,93.45,49.35,11,67,4.09,broken clouds
446,Banikoara,BJ,11.2985,2.4386,83.07,58,52,9.57,broken clouds
447,Faya,SA,18.3851,42.4509,60.8,67,40,7.4,scattered clouds
448,Mapiri,BO,-15.25,-68.1667,64.69,99,100,0.47,overcast clouds
449,Kulhudhuffushi,MV,6.6221,73.07,83.75,71,18,3.65,few clouds
450,Parkes,AU,-33.1333,148.1833,65.75,38,0,7.61,clear sky
451,Cofradía,HN,15.4,-88.15,80.6,89,20,2.3,few clouds
452,Svidník,SK,49.3082,21.5703,32.0,80,6,8.01,clear sky
453,Arrondissement de Vesoul,FR,47.5833,5.8333,46.0,81,0,11.79,clear sky
454,Pemangkat,ID,1.1667,108.9667,85.78,65,5,1.12,clear sky
455,Camargo,MX,27.6667,-105.1667,77.38,7,100,6.4,overcast clouds
456,Yei,SS,4.095,30.6779,66.9,95,100,3.02,overcast clouds
457,Saint-Pierre,RE,-21.3393,55.4781,77.0,65,0,13.8,clear sky
458,Atbasar,KZ,51.8,68.3333,45.3,84,100,7.81,overcast clouds
459,Yambio,SS,4.5721,28.3955,68.02,94,100,3.53,overcast clouds
460,Collie,AU,-33.3667,116.15,77.11,29,97,4.59,overcast clouds
461,Rabak,SD,13.1809,32.74,82.33,54,56,16.96,broken clouds
462,Khani,GE,41.9563,42.9566,51.8,93,75,4.61,mist
463,Smidovich,RU,48.6,133.8167,56.84,25,81,8.48,broken clouds
464,Katsuura,JP,35.1333,140.3,62.01,30,20,9.22,few clouds
465,Tula,RU,54.2044,37.6111,31.93,77,6,7.54,clear sky
466,Redcar,GB,54.6166,-1.06,34.0,91,16,1.99,few clouds
467,Kiunga,PG,-6.1219,141.2906,92.34,48,76,2.19,broken clouds
468,Bull Savanna,JM,17.8868,-77.5902,74.03,84,57,4.18,broken clouds
469,Plettenberg Bay,ZA,-34.0527,23.3716,64.36,69,100,2.17,overcast clouds
470,Paita,PE,-5.0892,-81.1144,69.31,79,48,13.18,scattered clouds
471,Viedma,AR,-40.8135,-62.9967,54.41,76,31,10.31,scattered clouds
472,Sayyan,YE,15.1718,44.3244,59.72,46,92,0.98,overcast clouds
473,Petrila,RO,45.45,23.4167,39.2,81,0,2.3,clear sky
474,Mayskiy,RU,47.6931,40.1025,46.4,71,20,11.18,light rain
475,Wanlaweyn,SO,2.6185,44.8938,79.27,80,78,4.45,broken clouds
476,Moshenskoye,RU,58.5102,34.5911,33.13,98,100,8.19,snow
477,Mayahi,NE,13.9553,7.6712,86.25,22,82,6.4,broken clouds
478,Doha,QA,25.2867,51.5333,82.0,73,33,4.61,scattered clouds
479,Yoshikawa,JP,35.8853,139.8394,63.0,26,2,9.73,clear sky
480,Chiredzi,ZW,-21.05,31.6667,59.72,49,0,3.6,clear sky
481,Maralal,KE,1.0968,36.698,56.89,79,84,4.25,broken clouds
482,Sotouboua,TG,8.5667,0.9833,75.52,86,99,2.51,overcast clouds
483,Amalāpuram,IN,16.5833,82.0167,87.8,70,40,4.61,haze
484,Chakradharpur,IN,22.7,85.6333,86.0,39,3,2.3,haze
485,Mana,GF,5.6592,-53.7767,76.53,91,100,7.67,overcast clouds
486,Bucerías,MX,20.75,-105.3333,78.01,78,40,0.83,scattered clouds
487,Tongliao,CN,43.6125,122.2653,67.5,15,91,17.96,overcast clouds
488,Opole Voivodeship,PL,50.5,18.0,33.01,64,62,4.0,broken clouds
489,Broome,US,42.2506,-75.833,39.99,70,75,12.66,broken clouds
490,Portland,US,45.5234,-122.6762,54.0,66,75,9.22,broken clouds
491,Katobu,ID,-4.9408,122.5276,88.83,51,43,3.8,scattered clouds
492,Erenhot,CN,43.6475,111.9767,48.69,11,29,35.72,scattered clouds
493,Ferme-Neuve,CA,46.7001,-75.4493,32.0,59,100,13.8,overcast clouds
494,Boljevac,RS,43.8303,21.9531,39.2,70,0,2.3,clear sky
495,Turukhansk,RU,65.8167,87.9833,21.0,71,34,3.94,scattered clouds
496,Novy Urengoy,RU,66.0833,76.6333,31.66,91,100,13.94,overcast clouds
497,Gouyave,GD,12.1646,-61.7296,80.6,74,20,12.66,few clouds
498,Isangel,VU,-19.55,169.2667,78.93,79,86,11.86,overcast clouds
499,Houlton,US,46.1262,-67.8403,46.99,76,90,3.44,overcast clouds
500,Union,US,40.6334,-74.2663,59.0,50,1,3.44,clear sky
501,Daugavpils,LV,55.8833,26.5333,32.22,97,99,5.03,light snow
502,Megali Panagia,GR,40.45,23.6833,53.01,89,7,1.01,clear sky
503,Arroyo de la Encomienda,ES,41.6096,-4.7969,50.0,93,75,3.44,broken clouds
504,Xam Nua,LA,20.4197,104.0439,83.64,52,92,0.6,overcast clouds
505,Kifrī,IQ,34.6959,44.9661,83.21,18,100,12.62,overcast clouds
506,Luorong,CN,24.4058,109.6086,63.25,92,100,9.04,light rain
507,Salazie,RE,-21.0273,55.539,75.2,73,0,16.11,clear sky
508,Grass Valley,US,39.2191,-121.0611,46.0,93,75,5.75,broken clouds
509,Ambanja,MG,-13.6833,48.45,70.92,89,83,4.41,broken clouds
510,Soyo,AO,-6.1349,12.3689,78.21,87,37,2.95,scattered clouds
511,Santa Cruz de la Sierra,BO,-17.8,-63.1667,64.4,94,37,6.91,scattered clouds
512,Tazovsky,RU,67.4667,78.7,21.87,93,100,12.48,overcast clouds
513,São Miguel do Tapuio,BR,-5.5036,-41.3233,71.22,88,89,3.58,overcast clouds
514,Pokhara,NP,28.2333,83.9833,86.54,11,0,3.87,clear sky
515,Kaa-Khem,RU,51.6833,94.7333,40.73,43,44,7.38,scattered clouds
516,Diamantino,BR,-14.4086,-56.4461,70.52,96,99,6.67,overcast clouds
517,Hellvik,NO,59.9156,5.781,39.99,75,75,2.3,broken clouds
518,Praia,CV,14.9215,-23.5087,68.0,77,40,10.36,scattered clouds
519,Mosquera,CO,4.7059,-74.2302,57.2,100,75,3.44,broken clouds
520,Muli,MV,2.9167,73.5667,83.1,69,75,4.43,broken clouds
521,Vardø,NO,70.3705,31.1107,28.4,74,75,11.5,broken clouds
522,Luganville,VU,-15.5333,167.1667,83.39,77,62,6.11,broken clouds
523,Mezhdurechensk,RU,53.6942,88.0603,41.74,77,100,2.82,overcast clouds
524,Nanning,CN,22.8167,108.3167,66.2,88,75,6.71,moderate rain
525,Klichka,RU,50.4457,117.996,57.04,52,100,13.98,overcast clouds
526,Springbok,ZA,-29.6643,17.8865,59.18,48,99,3.24,overcast clouds
527,Vikindu,TZ,-7.0067,39.2985,71.94,96,47,5.19,scattered clouds
528,Galveston,US,29.3669,-94.9669,71.01,78,1,11.5,clear sky
529,Ayagoz,KZ,47.9714,80.4392,47.79,32,28,2.42,scattered clouds
530,Garfield Heights,US,41.417,-81.606,42.01,75,1,4.61,clear sky
531,Amlapura,ID,-8.45,115.6167,86.0,79,20,10.36,few clouds
532,Craigieburn,AU,-37.6,144.95,63.0,51,75,8.05,broken clouds
533,Albox,ES,37.3886,-2.1495,55.99,92,88,8.01,light rain
534,Bani Walid,LY,31.7566,13.9942,57.06,83,28,6.35,scattered clouds
535,Kīhei,US,20.785,-156.4656,78.8,65,75,20.71,broken clouds
536,Manggar,ID,-2.8833,108.2667,86.23,62,5,9.26,clear sky
537,Sobolevo,RU,54.4299,31.8996,29.17,85,11,6.04,few clouds
538,Llangefni,GB,53.2556,-4.3106,44.01,93,12,2.3,few clouds
539,Isla Mujeres,MX,21.2311,-86.731,81.0,83,20,5.75,few clouds
540,Salinópolis,BR,-0.6136,-47.3561,78.71,85,68,8.01,broken clouds
541,Ouallam,NE,14.3188,2.0866,84.67,22,46,1.52,scattered clouds
542,Bandarbeyla,SO,9.4942,50.8122,81.88,71,100,6.13,overcast clouds
543,Kastamonu Province,TR,41.5,33.6667,45.14,91,100,2.35,overcast clouds
544,Xining,CN,36.6167,101.7667,45.45,54,76,6.8,broken clouds
545,Lavras da Mangabeira,BR,-6.7533,-38.9644,77.0,88,20,2.3,few clouds
546,Minden,DE,52.2833,8.9167,30.99,86,17,2.3,few clouds
547,Amazar,RU,53.858,120.875,57.54,27,100,11.81,overcast clouds
548,Sindou,BF,10.6667,-5.1667,84.42,47,99,6.82,overcast clouds
549,Rairangpur,IN,22.2676,86.1751,86.0,39,3,2.3,haze
550,Maumere,ID,-8.6199,122.2111,84.72,62,36,5.79,scattered clouds
551,Muros,ES,42.7762,-9.0603,55.0,95,16,4.85,few clouds
552,Denpasar,ID,-8.65,115.2167,86.0,79,20,10.36,few clouds
553,Knyaginino,RU,55.8228,45.0349,34.65,72,22,18.99,few clouds
554,Brigham City,US,41.5102,-112.0155,50.0,62,90,3.44,overcast clouds
555,Bharatpur,IN,27.2167,77.4833,90.18,8,0,1.32,clear sky
556,Laas,IT,46.6166,10.7002,46.99,81,0,5.75,clear sky
557,Amahai,ID,-3.3333,128.9167,84.76,61,7,4.79,clear sky
558,Alamosa,US,37.4695,-105.87,55.4,14,1,13.8,clear sky
559,Itaituba,BR,-4.2761,-55.9836,73.94,97,88,1.61,moderate rain
560,Gravdal,NO,68.1214,13.5031,36.99,64,99,7.58,overcast clouds
561,Deputatsky,RU,69.3,139.9,27.57,82,73,4.12,broken clouds
562,Yuli,NG,9.6989,10.2744,81.46,58,92,2.39,overcast clouds
563,Trelew,AR,-43.249,-65.3051,60.44,46,45,16.71,scattered clouds
564,Sfântu Gheorghe,RO,45.8667,25.7833,42.01,79,22,3.44,few clouds
565,Bolshoye Nagatkino,RU,54.5196,47.9679,37.4,70,0,15.66,clear sky
566,Antalaha,MG,-14.9003,50.2788,72.14,89,97,5.66,overcast clouds
567,Tymovskoye,RU,50.8456,142.655,37.31,45,100,7.4,overcast clouds
568,Hambantota,LK,6.1241,81.1185,80.6,100,20,2.3,few clouds
569,Korbach,DE,51.2756,8.873,34.0,80,100,5.75,overcast clouds
570,Valmiera,LV,57.5411,25.4275,35.01,95,100,1.99,overcast clouds
571,Sisimiut,GL,66.9395,-53.6735,38.26,78,100,6.11,overcast clouds
572,Vaitape,PF,-16.5167,-151.75,81.55,63,17,2.44,few clouds
573,Sicuani,PE,-14.2694,-71.2261,41.65,77,6,3.33,clear sky
574,Aransas Pass,US,27.9095,-97.15,73.99,88,75,11.5,broken clouds
575,Piterka,RU,50.6803,47.4454,43.66,54,99,4.21,overcast clouds
576,Nhulunbuy,AU,-12.2333,136.7667,84.2,74,40,3.44,light rain
577,Paamiut,GL,61.994,-49.6678,35.19,98,100,4.9,light snow
578,Praia da Vitória,PT,38.7333,-27.0667,59.0,88,40,10.54,scattered clouds
579,Gewanē,ET,10.1664,40.6453,79.2,60,93,2.55,overcast clouds
580,Rocha,UY,-34.4833,-54.3333,58.05,78,66,6.76,broken clouds
581,Bosaso,SO,11.2842,49.1816,83.93,63,34,10.49,scattered clouds
582,Ola,RU,59.5833,151.2833,24.64,55,13,2.91,few clouds
583,Whitecourt,CA,54.1502,-115.6855,46.4,21,40,6.91,scattered clouds
584,Rodeo,US,38.033,-122.2669,54.0,66,40,9.22,scattered clouds
585,Banda Aceh,ID,5.5577,95.3222,82.17,71,97,4.09,overcast clouds
586,Viloco,BO,-16.95,-67.55,39.43,90,43,3.69,scattered clouds
587,Maniitsoq,GL,65.4167,-52.9,38.19,80,100,0.74,overcast clouds
588,Mergen,CN,49.1833,125.2167,61.63,21,100,20.74,overcast clouds
589,Ancud,CL,-41.8697,-73.8203,53.01,100,90,2.3,overcast clouds
590,Kodinsk,RU,58.6881,99.1844,36.68,96,100,7.0,light snow
591,Hualmay,PE,-11.0964,-77.6139,66.15,88,20,9.04,few clouds
592,Nemuro,JP,43.3236,145.575,44.6,29,20,12.66,few clouds
593,Majene,ID,-3.5403,118.9707,85.03,67,95,9.57,overcast clouds
594,Puerto Madryn,AR,-42.7692,-65.0385,60.08,52,10,21.09,clear sky
595,Nadym,RU,65.5333,72.5167,34.09,98,100,17.2,overcast clouds
596,Burns Lake,CA,54.2331,-125.7533,53.6,17,14,2.3,few clouds
597,Eyl,SO,7.9803,49.8164,81.72,76,97,6.96,light rain
598,Kita,ML,13.0349,-9.4895,89.51,29,97,3.98,overcast clouds
599,Kalas,IN,18.1667,74.8,87.71,38,93,5.93,overcast clouds
600,Great Bend,US,38.3645,-98.7648,68.0,63,1,19.57,clear sky
601,Cockburn Town,TC,21.4612,-71.1419,78.33,74,50,16.73,scattered clouds
602,Nyurba,RU,63.2842,118.3319,27.75,84,100,11.68,overcast clouds
603,Hobbs,US,32.7026,-103.136,75.99,9,1,16.11,clear sky
604,Aswān,EG,24.0934,32.907,79.77,23,0,12.86,clear sky
605,Coos Bay,US,43.3665,-124.2179,48.2,87,90,4.61,overcast clouds
606,Mitha Tiwana,PK,32.2486,72.1108,86.07,14,7,4.85,clear sky
607,Lago da Pedra,BR,-4.3333,-45.1667,73.09,96,78,3.04,broken clouds
608,Port Moresby,PG,-9.4431,147.1797,87.8,66,75,11.5,haze
609,Gisborne,NZ,-38.6533,178.0042,63.0,51,27,1.01,scattered clouds
610,Andrelândia,BR,-21.7397,-44.3092,57.52,86,9,1.81,clear sky
611,Pueblo Nuevo,MX,23.3833,-105.3833,55.89,56,100,2.73,overcast clouds
612,Inírida,CO,3.8653,-67.9239,74.73,96,100,2.24,overcast clouds
613,Gloucester,GB,51.8657,-2.2431,36.0,74,6,3.0,clear sky
614,Jiujiang,CN,29.7333,115.9833,63.79,83,100,5.37,overcast clouds
615,Pālanpur,IN,24.1667,72.4333,91.45,9,0,4.83,clear sky
616,Atasū,KZ,48.6814,71.6433,53.65,50,93,4.34,overcast clouds
617,Churapcha,RU,62.0025,132.4325,34.43,99,100,8.01,overcast clouds
618,Baisha,CN,26.5222,110.9311,60.1,95,100,1.68,light rain
619,Quelimane,MZ,-17.8786,36.8883,73.4,94,0,3.49,clear sky
620,Aksarka,RU,66.5606,67.7975,34.59,96,98,10.54,overcast clouds
621,Tiarei,PF,-17.5333,-149.3333,82.4,69,20,4.61,light rain
622,Grindavik,IS,63.8424,-22.4338,37.4,93,0,12.66,clear sky
623,São José da Coroa Grande,BR,-8.8978,-35.1478,77.99,83,41,7.54,scattered clouds
624,Buchanan,LR,5.8808,-10.0467,77.0,94,75,3.42,broken clouds
625,El Alto,PE,-4.2714,-81.2147,69.75,76,20,12.82,few clouds
626,Blue Springs,US,39.0169,-94.2816,64.99,55,1,10.36,clear sky
627,Conde,BR,-7.2597,-34.9075,75.2,94,20,4.61,few clouds
628,Rāwah,IQ,34.4816,41.9093,79.25,20,100,4.63,overcast clouds
